message_type, arerror_code, message_summary, message_description
Error,4562,Field name specified on comman,Field name specified on command is not valid.
Error,4563,Command requires an entry ID s,Command requires an entry ID specified.
Error,4564,Entry ID specified on command ,Entry ID specified on command is not valid.
Error,4565,No Approval Signature form cou,No Approval Signature form could be found on the server.
Error,4566,No Approval Detail-Signature j,No Approval Detail-Signature join form could be found on the server.
Error,4567,Command requires appropriate p,Command requires appropriate parameters.
Error,4568,The start or end time provided,The start or end time provided for the command is not valid.
Error,4577,No Approval Server license -- ,No Approval Server license -- cannot run the approval engine.
Error,4578,There are two forms with the s,There are two forms with the same license tag.
Error,4579,The Approval Server is in Limi,The Approval Server is in Limited licensing mode and no form associated with this limited license tag is found.
Error,4580,The Approval Server is in Limi,The Approval Server is in Limited licensing mode and this form does not have the proper limited license tag.
Error,4581,Memory allocation failed in Ap,Memory allocation failed in Approval Server.
Error,4582,Another instance of the Approv,Another instance of the Approval Server is already running or the Application Dispatcher is in use.
Error,4583,Unable to open the Approval Se,Unable to open the Approval Server lock file.
Error,4584,Duplicate Approval Detail form,Duplicate Approval Detail form found.
Error,4585,Duplicate Approval Signature L,Duplicate Approval Signature Line form found.
Error,4586,No Approval Signature Line for,No Approval Signature Line form was found.
Error,4587,Duplicate Approval Process Def,Duplicate Approval Process Definition form found.
Error,4588,No Approval Process Definition,No Approval Process Definition form was found.
Error,4589,Command requires form and entr,Command requires form and entry ID be specified.
Error,4590,Duplicate Approval Rule Defini,Duplicate Approval Rule Definition form found.
Error,4591,No Approval Rule Definition fo,No Approval Rule Definition form was found.
Error,4592,Duplicate Approval Alternate f,Duplicate Approval Alternate form found.
Error,4593,No Approval Alternate form was,No Approval Alternate form was found.
Error,4594,Duplicate Approval More Inform,Duplicate Approval More Information form found.
Error,4595,No Approval More Information f,No Approval More Information form was found.
Error,4596,Duplicate Approval Process Adm,Duplicate Approval Process Administrator form found.
Error,4597,No Approval Process Administra,No Approval Process Administrator form was found.
Error,4598,Duplicate Approval Role form f,Duplicate Approval Role form found.
Error,4599,No Approval Role form was foun,No Approval Role form was found.
Error,4600,The approval process for the i,The approval process for the indicated entry ID is already in progress. New approval detail entry cannot be created.
Error,4601,Multiple Next Approvers found ,Multiple Next Approvers found but the current setting only allows one.
Error,4602,AR System server does not supp,AR System server does not support AR System Application Service user.
Error,4603,Field specified for first appr,Field specified for first approver is not defined on the form.
Error,4604,Sig-xxx command requires form ,Sig-xxx command requires form to be the approval signature line form.
Error,4605,Sig-xxx command requires proce,Sig-xxx command requires process to match details if process is specified.
Error,4606,Multiple approval process are ,"Multiple approval process are associated with this application, but none is specified for this new approval process to use."
Error,4607,Process allows only one 'next ,Process allows only one 'next approver' but two or more were specified.
Error,4608,MoreInfo-xxx command can only ,MoreInfo-xxx command can only be issued from the More Information form.
Error,4609,The specified process cannot b,The specified process cannot be found.
Error,4610,No process is associated with ,No process is associated with this form.
Error,4611,No join is defined between the,No join is defined between the form and the approval detail form.
Error,4612,No join is defined between the,No join is defined between the approval detail and signature line forms.
Error,4613,The issued Update-config comma,The issued Update-config command did not have a tag for the config parameter.
Error,4614,The field IDs for the fields s,"The field IDs for the fields specified in the Send to Other, Subject, and Message fields in the AP:Notification entry could not be identified."
Error,4615,A join form of the Detail-Sign,A join form of the Detail-Signature form cannot be found.
Error,4616,Duplicate Approval Administrat,Duplicate Approval Administration forms found. Only one is allowed.
Error,4617,Duplicate Approval Notificatio,Duplicate Approval Notification form found. Only one is allowed.
Error,4618,Duplicate Approval Form form f,Duplicate Approval Form form found. Only one is allowed.
Error,4619,Duplicate Approval Preview Sig,Duplicate Approval Preview Signature Line form found. Only one is allowed.
Error,4620,No Approval Preview Signature ,No Approval Preview Signature Line form was found.
Error,4650,The Completion field is requir,The Completion field is required on Detail form but is missing.
Error,4651,The Form field is required on ,The Form field is required on Detail form but is missing.
Error,4652,The Entry ID field is required,The Entry ID field is required on Detail form but is missing.
Error,4653,The Next Approver field is req,The Next Approver field is required on Sig Line form but is missing.
Error,4654,The Process field is required ,The Process field is required on Detail form but is missing.
Error,4820,Insufficient memory for Set Up,Insufficient memory for Set Up and Move server.
Error,4830,Same tag is associated with mo,Same tag is associated with more than one form. This is not allowed.
Error,4831,The tag is not associated with,The tag is not associated with any form.
Error,4836,Entry ID (0 is top level) or c,Entry ID (0 is top level) or category tag is required for this command.
Error,4900,Invalid Value.,Invalid Value.
Error,4901,An attempt was made to initial,An attempt was made to initialize a mail box that was already initialized.
Error,4902,One of the fields is empty.,One of the fields is empty.
Error,4903,A '':'' is missing between the,A '':'' is missing between the field label and the value in your input.
Error,4904,Missing Field Label in field v,Missing Field Label in field value.
Error,4906,Missing XML <> tag in the emai,Missing XML <> tag in the email message.
Error,4907,Missing name value tag in HTML,Missing name value tag in HTML email message.
Error,4908,Invalid field value.,Invalid field value.
Error,4909,Missing the action Instruction,Missing the action Instruction.
Error,4910,Unable to create the outgoing ,Unable to create the outgoing mail message.
Error,4911,Unable to locate the specified,Unable to locate the specified User Instruction.
Error,4912,Command Line Parameter already,Command Line Parameter already defined.
Error,4913,Command Line Parameter not def,Command Line Parameter not defined.
Error,4914,Command Line Parameter Value i,Command Line Parameter Value is missing.
Error,4915,Command Line Parameter is not ,Command Line Parameter is not valid.
Error,4916,Invalid Email configuration va,Invalid Email configuration values in the EmailDaemon.properties file.
Error,4918,"A required action parameter, s","A required action parameter, such as a form name or a request ID, is missing in the incoming email message. Please enter the parameter and continue."
Error,4919,The supplied data type does no,The supplied data type does not match the data type required for the field.
Error,4920,An expected attachment was mis,An expected attachment was missing while processing an incoming email message. Please provide the expected attachment.
Error,4922,The security key provided in t,The security key provided in the incoming email message is disabled.
Error,4923,The security key provided in t,The security key provided in the incoming email message has expired.
Error,4924,An invalid security key was en,"An invalid security key was entered. Verify that the security key entered is present on the AR System Email Security Form. If the problem still occurs, contact your AR System administrator."
Error,4925,The security key does not matc,The security key does not match the originating email address. Verify that you specified the correct security key for the email address used.
Error,4927,No login information was speci,No login information was specified or the specified login information is invalid.
Error,4928,The specified instruction cann,The specified instruction cannot be found in the AR System Email User Instruction Templates form.
Error,4929,The specified template cannot ,The specified template cannot be found in the AR System Email Templates form.
Error,4930,Unable to encrypt the modify k,Unable to encrypt the modify key. Contact Customer Support.
Error,4931,Unable to decrypt the modify k,Unable to decrypt the modify key. Contact Customer Support.
Error,4932,The modify key contains an inv,The modify key contains an invalid entry ID. Make sure that the modify key was not modified and that the original outgoing email message was not deleted.
Error,4933,The modify key contains an inv,The modify key contains an invalid AR System server name.
Error,4934,The modify key in the incoming,The modify key in the incoming modify action email message is invalid. Make sure that the modify key was not modified.
Error,4935,The modify key is missing from,"The modify key is missing from the incoming modify action email message, unable to execute Instructions."
Error,4936,Modifications are disabled on ,Modifications are disabled on this mailbox. Contact your AR System administrator.
Error,4937,The email message with the mod,The email message with the modify action is missing a security key. Provide the security key.
Error,4938,Invalid Date/Time format for s,Invalid Date/Time format for specified date field. The correct format is format.
Error,4939,An unknown system error occurr,An unknown system error occurred. Contact Customer Support.
Error,4940,No email address is specified ,No email address is specified for the email message.
Error,4941,No matching entries found for ,No matching entries found for the qualification. Verify your qualification or contact your AR System administrator.
Error,4942,Problem with the connection to,"Problem with the connection to the AR System server. Wait for the email engine to reconnect to the server and complete all pending actions. If the connection is not reestablished, then check the AR System server and then check network connectivity."
Error,4943,Form is missing. Will retry to,Form is missing. Will retry to verify existence of form in numberMinutes minutes.
Error,4944,The supplied value for an opti,The supplied value for an option (radio button) or a drop-down list item is invalid. Verify that you provided the correct value.
Error,4945,Sender address not found in or,Sender address not found in originating email.
Error,4946,No field values were specified,No field values were specified for submit or modify operation. Specify values for the action.
Error,4947,Missing currency code for the ,Missing currency code for the currency value specified.
Error,4948,Attachment file size exceeds t,Attachment file size exceeds the limit set in emaildaemon.properties.
Error,4949,Email address contains invalid,Email address contains invalid characters.
Error,4950,Variable replacement with a qu,Variable replacement with a qualification requires a form and a server.
Error,4951,None of the recipients have ac,None of the recipients have access to form: formName.
Error,4952,Incoming Message's From Or Rep,Incoming Message's From Or Reply-To is same as Incoming MailBox's User configured in AR System Email Mailbox Configuration form which may cause circular mails.
Error,4953,Message will be deleted withou,Message will be deleted without logging in email messages form because there is an error on submit. 
Error,5000,Cannot connect to serverName.,Cannot connect to serverName.
Error,5001,The cache could not be updated,"The cache could not be updated for an object. For more information, see the log file."
Error,5002,Unable to retrieve field list ,Unable to retrieve field list for form formName.
Error,5003,Invalid store for objectName. ,Invalid store for objectName. 
Error,5004,No field limit information ava,No field limit information available for field fieldName type type.
Error,5005,No metadata available for limi,No metadata available for limit limit for field fieldName.
Error,5006,Object is not editable.,Object is not editable.
Error,5007,The property property for fiel,"The property property for field fieldName is invalid expect value, got value."
Error,5008,Unable to set the value for th,Unable to set the value for the property ID ID of field fieldName.
Error,5009,Property property of field Fie,Property property of field FieldName not described in metadata.
Error,5010,The property property of field,The property property of field fieldName has an unexpected enum value value.
Error,5011,Unable to update the enum valu,Unable to update the enum value value of field fieldName.
Error,5012,The current object reservation,The current object reservation setting requires Subadministrators to have permission for accessing the form formName.
Error,5013,Unable to open the binary file,Unable to open the binary file fileName.
Error,5027,The form cannot be saved. A dy,The form cannot be saved. A dynamic field value in tableFieldType tableFieldName contains an invalid field or keyword reference. Provide a correct dynamic value.
Error,5028,Unable to add a menu item beca,Unable to add a menu item because there are too many levels in the character menu. Character menus cannot exceed 15 levels.
Error,5030,The error handler does not exi,The error handler does not exist to validate the property.
Error,5031,Object is already owned by ano,Object is already owned by another application : objectName : applicationName.
Error,5032,You cannot create or modify a ,You cannot create or modify a view form data field without specifying a corresponding database column name. Specify a valid database column name for field. fieldName.
Error,5035,You can't call another method ,You can't call another method on the parent method because parent return type is not an object.
Error,5036,The return type of the method ,The return type of the method selected and method to be added appear to be incompatible. Select a matching function.
Error,5037,Empty COM method list. Add at ,Empty COM method list. Add at least one COM method.
Error,5038,The OLE method called has an i,The OLE method called has an incompatible return type.
Error,5039,The parameter or return value ,The parameter or return value is incompatible. Enter a value with compatible type.
Error,5040,A network connection cannot be,A network connection cannot be established to AR System server: serverName. errrorMessage/Reason.
Error,5041,propertyName cannot be empty.,propertyName cannot be empty.
Error,5042,The field length for fieldName,The field length for fieldName cannot exceed number characters.
Error,5043,The value for fieldName must b,The value for fieldName must be in the range between value and value.
Error,5044,The referenced field fieldName,The referenced field fieldName does not exist.
Error,5045,Field fieldName is not found o,Field fieldName is not found on form formName.
Error,5046,The value of field fieldName c,The value of field fieldName cannot be less than fieldValue.
Error,5047,The value of field fieldName c,The value of field fieldName cannot be greater than fieldValue.
Error,5048,Unable to load the primary for,Unable to load the primary form formName.
Error,5049,Notify field can only have Int,Notify field can only have Integer or Selection.
Error,5050,The notification action cannot,The notification action cannot be saved.
Error,5051,Dynamic values for the sampleF,Dynamic values for the sampleForm/sampleServer must contain valid field/keyword references.
Error,5052,The specified color string is ,The specified color string is not a valid RGB color.
Error,5053,Property propertyName of field,Property propertyName of field fieldName is not described in metadata.
Error,5054,The specified enum value for p,The specified enum value for property propertyname of field fieldName is not a valid value.
Error,5055,The value specified is not a v,The value specified is not a valid value for the enum property of the field.
Error,5056,The enum value for string cann,The enum value for string cannot be blank.
Error,5057,The dynamic value for {0} has ,The dynamic value for {0} has an invalid field or keyword reference: {1}.
Error,5058,Invalid qualification: problem,Invalid qualification: problemDescription.
Error,5059,Invalid webServiceName : userS,"Invalid webServiceName : userSpecifiedName. The name must start with an alphabetical character or '_' and can have alphabetical characters, digits, '_', '.', or '-' only. Enter a valid name."
Error,5060,Login failed for AR System ser,Login failed for AR System server serverName. serverName errorMessage.
Error,5061,The value for field fieldName ,The value for field fieldName cannot be more than number digits.
Error,5065,The objectType objectName has ,The objectType objectName has an open editor. Objects that are currently being edited cannot be renamed.
Error,5066,Cannot release the reserved ob,Cannot release the reserved objects due to an AR System server error. Open the Reserved Objects working list to view and release reservations.
Error,5067,Cannot import applicationName ,Cannot import applicationName because it is reserved by another user.
Error,5068,Cannot add the following forms,Cannot add the following forms to the application as they are either not reserved for you or reserved by other users. Only forms reserved by you can be added to deployable applications.
Error,5069,Cannot export to a file becaus,Cannot export to a file because creation of directory directoryName failed.
Error,5070,The selected file does not exi,The selected file does not exist or does not contain applications.
Error,5071,The file does not exist or doe,The file does not exist or does not contain any object definitions.
Error,5072,Cannot import because all the ,Cannot import because all the objects are reserved by other users.
Error,5073,Cannot import because all the ,Cannot import because all the forms are reserved by other users.
Error,5074,The file does not contain any ,The file does not contain any view definitions.
Error,5075,Invalid file. Errors encounter,Invalid file. Errors encountered while parsing the file: fileName.
Error,5076,Cannot export to file fileName,Cannot export to file fileName. The file type must be in either def or xml format.
Error,5077,Cannot export to file. The fil,Cannot export to file. The file type must be arm format.
Error,5078,Unable to export mail template,Unable to export mail template. errorMessage.
Error,5079,Selected objects cannot be del,Selected objects cannot be deleted. objectNames.
Error,5080,All of the selected objects ha,All of the selected objects have editors open. Objects that are currently being edited cannot be deleted.
Error,5081,Some of the objects you want t,Some of the objects you want to edit are not reserved by you. Reserve them to edit.
Error,5082,Cannot export to file fileName,Cannot export to file fileName. The file is read-only. Specify a writable file.
Error,5083,Some of the selected objects h,Some of the selected objects have editors open. Objects that are currently being edited cannot be released.
Error,5084,Some of the selected objects h,Some of the selected objects have editors open. Objects that are currently being edited cannot be reserved.
Error,5085,The following objects could no,The following objects could not be reserved: objectNames. Refresh the object list to see if any of these objects are reserved by others.
Error,5086,Unable to retrieve the object ,Unable to retrieve the object from the AR System server. errorMessage.
Error,5087,Unable to retrieve objectListT,Unable to retrieve objectListType lists from serverName. errorMessage.
Error,5088,Unable to retrieve application,Unable to retrieve application from serverName. errorMessage.
Error,5089,Unable to populate the list in,Unable to populate the list information. errorMessage.
Error,5090,Some of the selected working l,Some of the selected working lists are open. Working lists that are currently being viewed cannot be deleted.
Error,5091,The selected packing list has ,The selected packing list has an object list open. Packing lists that are currently being viewed cannot be deleted.
Error,5092,The selected application has a,The selected application has an object list open. Applications that are currently being viewed cannot be deleted.
Error,5093,You must select one primary fo,You must select one primary form for adding new action.
Error,5094,Unable to add new action. Ther,"Unable to add new action. There are already 25 actions, which is the maximum number of allowed actions."
Error,5095,Errors encountered while deter,Errors encountered while determining related objects. errorMessage.
Error,5096,No user name entered to log on,No user name entered to log on. Enter a user name.
Error,5097,No AR System servers selected ,No AR System servers selected to log on. Add at least one AR System server name.
Error,5098,Error connecting to preference,Error connecting to preference server. serverName.
Error,5099,Error connecting to preference,Error connecting to preference server. AR System User Preference form not found on the server.
Error,5100,Error connecting to preference,Error connecting to preference server. The AR System server might be down. errorMessage.
Error,5101,There are no forms included in,"There are no forms included in the application. To define statistics, you must add forms to the application."
Error,5102,The navigation fields you dele,The navigation fields you deleted had associated items. Use the Form > Edit Menu Bar command to access these orphaned items.
Error,5103,fieldType fieldName reference ,fieldType fieldName reference a field that does not exist. Update the fieldType field to reference a valid field before you save.
Error,5104,The form cannot be saved. {0} ,The form cannot be saved. {0} {1} has no cell fields. Add a cell field.
Error,5105,The database name will be used,The database name will be used as the label.
Error,5106,fieldType Field fieldName has ,fieldType Field fieldName has missing layout information. Modify its layout to display it.
Error,5107,Only one reservedFieldType fie,Only one reservedFieldType field is allowed per form.
Error,5108,resultsListField field is not ,resultsListField field is not allowed in a display-only form.
Error,5110,Currency field fieldName has n,Currency field fieldName has no functional currency values. Add at least one functional currency value before you save.
Error,5111,dataType Field fieldName has a,dataType Field fieldName has a minimum value equal to the maximum value.
Error,5112,dataType Field fieldName has a,dataType Field fieldName has a minimum value greater than the maximum value.
Error,5113,dataType Field fieldName has a,dataType Field fieldName has a default value less than the minimum value.
Error,5114,dataType Field fieldName has a,dataType Field fieldName has a default value greater than the maximum value.
Error,5115,{0} is linked to a missing fie,{0} is linked to a missing field. Link the cell field to a valid field before you save.
Error,5116,panel Field fieldName has a mi,panel Field fieldName has a minimum size less than 25. Enter a value that is equal to or greater than 25.
Error,5118,panel Field panelName has a mi,panel Field panelName has a minimum size greater than the maximum size.
Error,5119,panel Field fieldName has an i,panel Field fieldName has an initial size greater than the maximum size. Maximum size has been increased to equal initial size.
Error,5120,panel Field panelName has an i,panel Field panelName has an initial size less than the minimum size. Initial size has been increased to equal minimum size.
Error,5121,Table field fieldName must hav,Table field fieldName must have at least one column.
Error,5122,Table field fieldName must hav,Table field fieldName must have at least one cell.
Error,5123,The following indexes are empt,The following indexes are empty and will be ignored: indexNames.
Error,5124,Unable to add this form to app,Unable to add this form to application applicationName.
Error,5126,Internal error.,Internal error.
Error,5127,This view cannot be deleted be,This view cannot be deleted because a form must have at least one view.
Error,5129,This form contains a distribut,"This form contains a distributed field of the wrong datatype. To delete distributed fields, select None in the Distributed Fields dialog box and click OK."
Error,5130,Cannot export to file fileName,Cannot export to file fileName. The specified directory does not exist.
Error,5131,Specify an export destination ,Specify an export destination file name.
Error,5132,Cannot export to file fileName,Cannot export to file fileName. The specified directory contains invalid characters.
Error,5133,Cannot export to file fileName,Cannot export to file fileName. The specified file name contains invalid characters.
Error,5134,Cannot export to file fileName,Cannot export to file fileName. The specified file name does not contain the proper extension of either .DEF or .XML.
Error,5135,Cannot export to file fileName,Cannot export to file fileName. A file name must be supplied.
Error,5136,Display order cannot be empty ,Display order cannot be empty or 0.
Error,5137,The start active link is not a,The start active link is not allowed unless an application display order is also specified.
Error,5138,Start active link activeLinkNa,Start active link activeLinkName does not exist.
Error,5139,At least one field type must b,At least one field type must be selected for fieldType.
Error,5140,The character menu is empty an,The character menu is empty and cannot be saved.
Error,5141,labelName cannot be empty.,labelName cannot be empty.
Error,5142,labelIndexList cannot have mor,labelIndexList cannot have more than 5 labelIndex values defined.
Error,5143,valueIndex cannot be empty.,valueIndex cannot be empty.
Error,5144,valueIndex must be greater tha,valueIndex must be greater than 0 and less then a 10 digit number.
Error,5145,Mappings are not in the Mappin,Mappings are not in the Mapping table in the Operations panel.
Error,5146,WSDL expected at least one ope,WSDL expected at least one operation element. Provide at least one operation node. 
Error,5147,Unknown error: errorNumber. ,Unknown error: errorNumber. 
Error,5148,Unable to locate or load the s,Unable to locate or load the specified file fileName.
Error,5149,Form name cannot be found on t,Form name cannot be found on the AR System server.
Error,5150,{0} is not in the correct form,{0} is not in the correct format.
Error,5151,{0} must have a minimum value ,{0} must have a minimum value of number.
Error,5152,{0} can only have a maximum va,{0} can only have a maximum value of number.
Error,5153,Load of model object objectNam,Load of model object objectName failed.
Error,5154,mappingName cannot be empty.,mappingName cannot be empty.
Error,5156,item does not contain a valid ,item does not contain a valid selection.
Error,5157,The field ID or field name is ,The field ID or field name is invalid. Verify the spelling of the name to make sure you specified a legal field.
Error,5158,value is not a valid selection,value is not a valid selection for propertyName.
Error,5159,Form does not exist on supplie,Form does not exist on supplied AR System server serverName.
Error,5160,The menu or a menu item has an,The menu or a menu item has an empty label and cannot be saved. Supply the required label.
Error,5161,The specified name in executeO,The specified name in executeONCondition is not a valid field name for the current form.
Error,5162,You must select a valid option,You must select a valid option for the selected Execute Options field.
Error,5163,The field field in the Execute,The field field in the Execute Option Panel of the active link contains an invalid field selection.
Error,5164,Undefined XML mapping item nam,Undefined XML mapping item name.
Error,5165,Table fields must have at leas,Table fields must have at least one column.
Error,5166,The following fields already e,The following fields already exist on the view. viewName.
Error,5167,Only administrators can edit o,Only administrators can edit objectName on serverName.
Error,5168,Only administrators can edit d,Only administrators can edit deployable applications on serverName.
Error,5169,A menu parent cannot be added ,A menu parent cannot be added as a child to a horizontal navigation field.
Error,5170,A menu parent cannot be added ,A menu parent cannot be added as a child to a horizontal navigation field. Field: fieldName is not added.
Error,5171,Panel cannot be created withou,Panel cannot be created without a name. Enter a panel name.
Error,5172,serverName is not a recognized,serverName is not a recognized AR System server name. Either the server is down or the AR System server version is less than 4.0.
Error,5174,The specified Message Number w,The specified Message Number was greater than the maximum value allowed for this field and is reset to 2147483647.
Error,5175,The specified Entry Point Appl,The specified Entry Point Application List Display Order is greater than the maximum value allowed for this field and is reset to 2147483647.
Error,5176,The objectType is reserved by ,The objectType is reserved by user userName. Your changes cannot be saved. Use Save As to save a copy of your changes.
Error,5177,objectType cannot be reserved ,objectType cannot be reserved due to error: errorNumber. Use Save As to save a copy of your changes.
Error,5178,No groups selected. Select at ,No groups selected. Select at least one group.
Error,5179,Buttons must have labels. Prov,Buttons must have labels. Provide a label.
Error,5180,Buttons must have values. Prov,Buttons must have values. Provide a value.
Error,5181,Unable to Export Custom Button,Unable to Export Custom Button Configuration. errorNumber.
Error,5182,Unable to export column prefer,Unable to export column preferences. errorNumber.
Error,5183,Select a method to delete.,Select a method to delete.
Error,5184,You can only delete methods.,You can only delete methods.
Error,5185,Connection to server serverNam,Connection to server serverName is denied You can connect to only one unlicensed server in a session.
Error,5186,The selected image cannot be l,"The selected image cannot be loaded because it could not be accessed, or is corrupted, or is too large."
Error,5188,At least one port must be adde,At least one port must be added to this web service. WSDLPortsNumber.
Error,5189,BMC Remedy Developer Studio fa,BMC Remedy Developer Studio failed to connect the specified AR System server.
Error,5190,Failed to export to the file. ,Failed to export to the file. errorNumber.
Error,5191,Failed to import objects from ,Failed to import objects from file. errorNumber.
Error,5192,AR System server name is empty,AR System server name is empty in a workflow action.
Error,5193,AR System Server name serverNa,AR System Server name serverName is invalid.
Error,5194,A connection could not be esta,A connection could not be established to serverName.
Error,5195,serverName is not valid.,serverName is not valid.
Error,5196,propertyName is not in the cor,propertyName is not in the correct format.
Error,5197,propertyName must have a minim,propertyName must have a minimum length of minimumSize.
Error,5198,propertyName can only have a m,propertyName can only have a maximum length of maximumSize.
Error,5199,Unable to transform propertyNa,Unable to transform propertyName due to an API error errorNumber.
Error,5200,string is not a valid qualific,string is not a valid qualification.
Error,5201,The label guideLabel is alread,The label guideLabel is already being used in the guide. The label must be unique.
Error,5202,No primary field is defined fo,No primary field is defined for form formName.
Error,5203,Specified primary field ID doe,Specified primary field ID does not exist on the form formName.
Error,5204,Unable to locate form formName,Unable to locate form formName.
Error,5205,Unable to locate field fieldNa,Unable to locate field fieldName on form formName.
Error,5206,The parent form is missing fro,The parent form is missing from the web services field map for fieldName.
Error,5207,The Change Field menu menuName,The Change Field menu menuName is empty or invalid.
Error,5208,Minutes value must be between ,Minutes value must be between 0-59.
Error,5209,Missing hour information. Hour,Missing hour information. Hours must be specified.
Error,5210,Missing weekday information. A,Missing weekday information. A weekday or day in the month must be specified.
Error,5211,The escalation time interval c,The escalation time interval cannot be 0.
Error,5212,With the Escalation Time Execu,"With the Escalation Time Execution option, Run By = Time, and Time is not entered."
Error,5213,The Cross-Reference Action in ,The Cross-Reference Action in the Notify filter must have a reference field specified.
Error,5214,The Selected Fields option mus,The Selected Fields option must have a field specified.
Error,5215,SQL Set Fields action must hav,SQL Set Fields action must have a SQL command specified.
Error,5216,Unable to convert the operatio,Unable to convert the operations XML document.
Error,5217,Unable to convert the input ma,Unable to convert the input mapping XML document.
Error,5218,Unable to convert the output m,Unable to convert the output mapping XML document.
Error,5219,Unable to parse the XML docume,Unable to parse the XML document. errorNumber.
Error,5220,Workflow must have at least on,Workflow must have at least one IF action.
Error,5221,fieldType Field fieldName has ,fieldType Field fieldName has a minimum width greater than the maximum width.
Error,5222,fieldType Field fieldName has ,fieldType Field fieldName has a minimum height greater than the maximum height.
Error,5224,Forms cannot be moved from ser,Forms cannot be moved from serverNameA to serverNameB.
Error,5225,Form already exists on applica,Form already exists on applicationName application.
Error,5226,The field type fieldType of Fi,The field type fieldType of Field fieldName does not match the field type of the base field.
Error,5227,Creating field is not allowed ,Creating field is not allowed in Tab Order Increment on Click mode.
Error,5228,fieldType fieldType contains a,fieldType fieldType contains an invalid form name. Provide a correct remote form name.
Error,5229,fieldType fieldName is linked ,fieldType fieldName is linked to an unreachable AR System server serverName.
Error,5233,Core fields: fieldNames can no,Core fields: fieldNames can not be deleted.
Error,5234,You cannot move a panel to its,You cannot move a panel to its current parent.
Error,5235,Data fields cannot be added to,Data fields cannot be added to audit forms.
Error,5237,{0} with this name {1} already,{0} with this name {1} already exists. Choose a new name.
Error,5238,target field fieldName cannot ,target field fieldName cannot be empty.
Error,5239,Port not defined for operation,Port not defined for operation: operationName.
Error,5240,Operation names must be unique,Operation names must be unique. There is a duplicate operation: operationName in the Operations List.
Error,5241,Invalid operation name operati,Invalid operation name operationName conflicts with output top level parent name for operation: operationName.
Error,5242,Label label cannot be empty. S,Label label cannot be empty. Specify a label name.
Error,5243,Duplicate file names were foun,Duplicate file names were found in the current directory. The duplicate files were not added.
Error,5244,Vendor form table tableName do,Vendor form table tableName does not have any available columns.
Error,5245,The web service Publishing Loc,The web service Publishing Location must end with the web service name.
Error,5246,The web service Publishing Loc,The web service Publishing Location must be a non-empty string.
Error,5248,Following Column fields for ta,Following Column fields for tableFieldType tableFieldName do not have referenced fields columnFieldNames on the current form. Press OK to delete.
Error,5249,The view viewName specified in,The view viewName specified in the active link activeLinkName does not exist on Form formName.
Error,5250,Exporting flashboard objects i,Exporting flashboard objects in XML is not supported. Selected flashboard objects will not be exported.
Error,5251,Your changes cannot be saved b,Your changes cannot be saved because objectName is reserved by user userName.
Error,5252,Unable to display image. It do,Unable to display image. It does not appear to be a supported image format.
Error,5253,Unable to display background i,Unable to display background image. It does not appear to be a supported image format.
Error,5255,Cannot add a submenu because a,Cannot add a submenu because a menu in a character menu cannot have more than 99 submenus.
Error,5257,Cannot connect to server: serv,Cannot connect to server: serverName because its version is version. Only servers that are 7.0 or later versions are supported. 
Error,5260,Web Services Publishing locati,"Web Services Publishing location contains 'public' within the URL, but permissions have not been set to public for webServiceName."
Error,5261,A panel or a page cannot be mo,A panel or a page cannot be moved to its child page holder.
Error,5262,Error connecting to BMC Atrium,Error connecting to BMC Atrium Orchestrator server. Reason: errorNumber.
Error,5263,Closing current editor due to ,Closing current editor due to resource error. errorNumber.
Error,5264,You cannot add a method here. ,You cannot add a method here. The type is incompatible.
Error,5265,A valid Web Services Port has ,A valid Web Services Port has not been selected.
Error,5266,A valid Web Services Operation,A valid Web Services Operation has not been selected.
Error,5267,A valid Operation has not been,A valid Operation has not been selected.
Error,5268,A valid Configuration Name has,A valid Configuration Name has not been selected.
Error,5269,A valid Process has not been s,A valid Process has not been selected.
Error,5270,A valid Web Services File has ,A valid Web Services File has not been selected.
Error,5271,Column columnName used by Fiel,Column columnName used by Field fieldName is already referenced by another field.
Error,5272,Unable to add an active link w,Unable to add an active link without primary form. Select a primary form.
Error,5274,An integer field is needed on ,An integer field is needed on the primary form for this operation.
Error,5275,The configuration name name do,The configuration name name does not exist in the AR System Orchestrator Configuration form.
Error,5276,fieldType Field fieldName cann,fieldType Field fieldName cannot see Column databaseColumnName of type databaseColumnType.
Error,5277,The named menu menuName refere,The named menu menuName referenced by fieldName is not found.
Error,5278,Output Mapping to a static val,Output Mapping to a static value is not allowed for mapping item value.
Error,5279,Errors were encountered while ,Errors were encountered while accessing the file: fileName.
Error,5280,Cannot create new object becau,Cannot create new object because application applicationName is reserved by another user user.
Error,5281,You cannot create an Attachmen,You cannot create an Attachment Pool field in a view form.
Error,5282,Filter cannot be added without,Filter cannot be added without a primary form. Select one primary form.
Error,5283,Some Columns do not have match,Some Columns do not have matching Data Field in the Form: formName. They will be deleted. Press OK to delete.
Error,5284,The file fileName has an unsup,"The file fileName has an unsupported file extension. The supported extensions are .ARX, .CSV, .REP or .XML."
Error,5285,Number of selection values lis,Number of selection values listed in this dialog box does not match the number of selection values in field ID fieldID on form ID formID. Make sure the number of images and alternative texts correspond to the correct selection values.
Error,5286,Image imageName is missing fro,Image imageName is missing from the server. Select a different image in column columnName.
Error,5287,Image imageName in column colu,Image imageName in column columnName exceeds the maximum recommended size (32 x 32 pixels).
