"signature_id",signature,product,"product_version"
2385,"ActiveX component download (Adware)",KeenValue,530
257,"ActiveX component download (Dialer)","Instant-Access",817
1954,"Installer (Trojan)","Starter.Y",3386
2954,"MeetGate Setup Download MGServerFreeware10-24-7.exe (Adware)","Bundled-Software",100
1727,"Installer (Trojan)","FakeAV.DH",3386
2582,"Installer (Trojan)","IBryte.A",3386
1615,"Installer (Trojan)","Iframe.EF_3",3386
3359,"ActiveX component download (Adware)","n-Case",1992
1001,"ActiveX component download (Adware)",CoolWebSearch,599
2269,"ActiveX component download (Adware)","About_Blank",980
3443,"ActiveX component download (Dialer)","Instant-Access",817
337,"ActiveX component download (Adware)",Huntbar,426
1398,"(Trojan)","Zlob.YMV",2129
4654,"(Adware)","OpenCandy.G",3383
1761,"Installer (Trojan)",AirCrack,3386
3978,"Installer (Trojan)","Kraddare.EZ_11",3386
1073,"Keylogger (Commercial Monitoring Software)",Beyond,600
2712,"Installer (Trojan)","Kraddare.CA_9",3386
1409,"(Trojan)",SynRatServer,3316
4181,"ActiveX component download (Adware)",SavingsHound,1997
868,"ActiveX component download (Adware)","About_Blank",980
2607,"Installer (Trojan)","Babylon.DSQ",3386
2104,"Installer (Trojan)","Remoteadmin.EL",3386
2361,"ActiveX component download (Adware)",KeenValue,530
780,"ActiveX component download (Adware)","Search_Miracle",844
2973,"Installer (Trojan)","HotBar.E_21",3386
4209,"ActiveX component download (Adware)",CoolWebSearch,599
3914,"Installer (Trojan)","OpenInstall.A_8",3386
409,"ActiveX component download (Adware)","Search_Miracle",844
4446,"ActiveX component download (Adware)",KeenValue,530
613,"ActiveX component download (Dialer)","Unknown-Dialers",403
3775,"Installer (Trojan)","IBryte.C",3386
2610,"Installer (Trojan)","Kraddare.BQ_2",3386
1291,"Installer (Trojan)","Downloader.Gen",3261
1346,"Hijacker Installer (Adware)",CashOn,3303
4596,"ActiveX component download (Adware)",CoolWebSearch,599
736,"ActiveX component download (Adware)",ZestyFind,957
1416,"(Trojan)","Agent.AMWD",3320
672,"ActiveX component download (Dialer)",Interfun,938
472,"ActiveX component download (Adware)","Search_Miracle",844
1288,"Keylog Executable (Commercial Monitoring Software)",Sys,3259
168,"ActiveX component download (Adware)",SearchBarCash,659
1593,"Installer (Trojan)","Olmarik.SN_2",3386
3332,"ActiveX component download (Dialer)","dialer-shop",1303
1165,"Builder (Commercial Monitoring Software)",LogIT,3194
2094,"Installer (Trojan)","Casiroul.A",3386
1151,"Orifice 2006 DLL (Trojan)",Back,1945
3271,"ActiveX component download (Adware)",DialerPlatform,1152
1678,"Installer (Trojan)","Oficla.EG",3386
4286,"Component Download (Adware)",BlazeFind,724
3689,"Installer (Trojan)","SystemSecurity.AK_5",3386
4228,"ActiveX component download (Trojan)",ABox,1752
2116,"Installer (Trojan)","Lifze.A",3386
292,"ActiveX component download (Adware)","Search_Miracle",844
1916,"Installer (Trojan)","Kryptik.HRD",3386
3521,"Installer (Trojan)","Kraddare.AT_48",3386
4415,"ActiveX component download (Adware)",KeenValue,530
1782,"Installer (Trojan)","Pegel.BS",3386
1329,"Adware Installer (Trojan)",BitRoll,1467
3284,"ActiveX component download (Adware)",DialerPlatform,1152
4333,"ActiveX component download (Dialer)","Unknown-Dialers",403
629,"ActiveX component download (Adware)",KeenValue,530
3219,"ActiveX component download (Adware)",CoolWebSearch,599
2134,"Installer (Trojan)","Kraddare.BH_6",3386
1753,"Installer (Trojan)","OnLineGames.BNKB_11",3386
2376,"ActiveX component download (Adware)",KeenValue,530
4399,"ActiveX component download (Adware)",InetSpeak,486
4810,"pdf.OT.18 (Exploit)","Malformed-File",3391
231,"ActiveX component download (Dialer)",TSCash,410
1024,"ActiveX component download (Adware)",SecureServicePack,2406
1225,"Client DLL (Trojan)","Poison_Ivy",3217
1152,"client (Trojan)",CAFEiNi,904
3250,"ActiveX component download (Adware)",DialerPlatform,1152
4343,"ActiveX component download (Dialer)","Unknown-Dialers",403
4604,"ActiveX component download (Adware)",CoolWebSearch,599
1724,"Installer (Trojan)","Oficla.M_13",3386
1889,"Installer (Trojan)","Thamcower.A",3386
1871,"Installer (Trojan)","Tirnod.LZ",3386
728,"ActiveX component download (Adware)","Search_Miracle",844
2399,"ActiveX component download (Adware)","About_Blank",980
481,"ActiveX component download (Adware)","Search_Miracle",844
1903,"Installer (Trojan)","Injector.DOF",3386
2517,"ActiveX component download (DataMiner)","Alexa-Toolbar",418
2183,"ActiveX component download (Adware)",VX2,25
1274,"Pal Toolbar Installer (Adware)",People,3247
158,"ActiveX component download (Adware)",Coolsavings,653
183,"ActiveX component download (Adware)",SearchBarCash,659
2103,"Installer (Trojan)","Kraddare.BH_2",3386
4133,"Installer (Trojan)","ArchSMS.ABC_4",3386
163,"ActiveX component download (Adware)","New.Net",417
315,"ActiveX component download (Adware)","Search_Miracle",844
1602,"Installer (Trojan)","Ultrasurf_2",3386
923,"ActiveX component download (Adware)","About_Blank",980
2723,"Bit Surfer Setup Download BitSurfer.exe (Adware)","Bundled-Software",100
4041,"FamilyKeylogger (Commercial Monitoring Software)","Spy_Arsenal",101
1743,"ActiveX component download (Adware)",FreeScratchAndWin,478
4534,"ActiveX component download (Adware)",CoolWebSearch,599
2188,"ActiveX component download (Adware)",WurldMedia,483
909,"ActiveX component download (Adware)","About_Blank",980
2457,"ActiveX component download (Adware)","About_Blank",980
4368,"ActiveX component download (Dialer)",IEAccess,456
785,"ActiveX component download (Adware)","Search_Miracle",844
995,"ActiveX component download (Adware)",YourSiteBar,974
3419,"ActiveX component download (Dialer)","Win32.Dialer",2226
3305,"ActiveX component download (Adware)",INetBar,1644
1643,"ActiveX component download (Adware)",eXactSearch,475
1192,"Adware Installer (Miscellaneous)",ErrorSafe,2740
2194,"ActiveX component download (Adware)",VX2,25
4471,"ActiveX component download (Dialer)",AccessPlugin,583
4811,"pdf.OT.19 (Exploit)","Malformed-File",3391
827,"ActiveX component download (Adware)",CoolWebSearch,599
1801,"Installer (Trojan)","Agent.BROR",3386
4327,"ActiveX component download (Adware)",Gator,10
1819,"Installer (Trojan)","Renos_77",3386
769,"ActiveX component download (Adware)","Search_Miracle",844
1122,"Toolbar CAB_2 (Adware)","Ez-Greets",3175
1310,"Installer (Adware)",EzReward,3275
1301,"Installer (Adware)",WinXDefender,3268
379,"ActiveX component download (Adware)","Search_Miracle",844
290,"ActiveX component download (Adware)","Search_Miracle",844
3994,"Installer (Trojan)","Kraddare.AR_14",3386
807,"ActiveX component download (Trojan)",SurferBar,615
1436,"Downloader (Adware)",Vapsup,3331
4800,"pdf.OT.8 (Exploit)","Malformed-File",3391
2068,"Installer (Trojan)",EzPrivacy,3386
1632,"Installer (Trojan)","Zbot.MOU",3386
3212,"ActiveX component download (Adware)",CoolWebSearch,599
1876,"Installer (Trojan)","ATRAPS.GEN_138",3386
4172,"ActiveX component download (Adware)",Windupdates,1148
1816,"Installer (Trojan)","Jorik_5",3386
3634,"Installer (Trojan)","OpenShopper.D_2",3386
2918,"LingoLite Simplified-Chinese Setup Download LingoLite-chs.exe (Adware)","Bundled-Software",100
277,"ActiveX component download (Adware)","Search_Miracle",844
2932,"Installer (Trojan)","Kraddare.DC_2",3386
1936,"Installer (Trojan)","Dropper.GEN_808",3386
2341,"ActiveX component download (Dialer)",MasterDialer,523
372,"ActiveX component download (Adware)","Search_Miracle",844
3887,"Installer (Trojan)","XPAntiSpyware.AE_2",3386
1516,"(Trojan)","Agent.IK",3363
2718,"Batss Setup Download batsss.exe (Adware)","Bundled-Software",100
184,"ActiveX component download (Adware)",SearchBarCash,659
2403,"ActiveX component download (Adware)","About_Blank",980
3428,"ActiveX component download (Dialer)","Unknown-Dialers",403
3817,"Installer (Trojan)","OpenShopper.E",3386
4429,"ActiveX component download (Adware)",KeenValue,530
1355,"(Miscellaneous)","SpySheriff.B",2793
762,"ActiveX component download (Adware)","About-Blank",980
3696,"Installer (Trojan)",MemoThis,3386
4328,"ActiveX component download (Adware)",DownloadReceiver,398
1226,"Server DLL (Trojan)","Poison_Ivy",3217
2362,"ActiveX component download (Adware)",KeenValue,530
1222,"Installer (Commercial Monitoring Software)",PersonalWeb,3220
2262,"ActiveX component download (Adware)","About_Blank",980
2357,"ActiveX component download (Adware)",KeenValue,530
631,"ActiveX component download (Adware)",KeenValue,530
362,"ActiveX component download (Adware)","Search_Miracle",844
2715,"Installer (Trojan)","Kraddare.CA_11",3386
1844,"Installer (Trojan)","FakeAV.SMDO",3386
4602,"ActiveX component download (Adware)",CoolWebSearch,599
1609,"Installer (Trojan)","OnLineGames.OQU_12",3386
3402,"ActiveX component download (Trojan)",PacerD,2132
705,"ActiveX component download (Adware)","Search_Miracle",844
1625,"Installer (Trojan)","QQShou.UO",3386
1747,"Installer (Trojan)","OnLineGames.BNKB_7",3386
171,"ActiveX component download (Dialer)",AccessPlugin,583
420,"ActiveX component download (Adware)","Search_Miracle",844
4034,"Setup v9 Download (Commercial Monitoring Software)","I_am_BigBrother",11
3243,"ActiveX component download (Adware)",CoolWebSearch,599
1264,"Toolbar Library (Adware)",Direct,3242
582,"ActiveX component download (Adware)","Comet-Cursor",428
2016,"Installer (Trojan)","OpenCandy.A_3",3386
1319,"Antivirus Installer (Trojan)",XP,3281
2701,"Installer (Trojan)","Relevant.BH_8",3386
684,"ActiveX component download (Adware)","Search_Miracle",844
274,"ActiveX component download (Adware)","Search_Miracle",844
4337,"ActiveX component download (Dialer)","Unknown-Dialers",403
2108,"Installer (Trojan)","Hotbar_16",3386
4541,"ActiveX component download (Adware)",CoolWebSearch,599
2925,"LingoLite Japanese Setup Download LingoLite-jap.exe (Adware)","Bundled-Software",100
1614,"Installer (Trojan)","Bredolab.BY_2",3386
1448,"Installer 2 (Trojan)","Spycar.A",3333
3919,"Installer (Trojan)","Kraddare.GN_2",3386
2371,"ActiveX component download (Adware)",KeenValue,530
3708,"Installer (Trojan)","InstallCore_7",3386
1561,"Stego Full Installer (Miscellaneous)",P2,3373
4521,"ActiveX component download (Adware)",CoolWebSearch,599
2948,"Installer (Trojan)","Addendum.A_3",3386
4148,"BargainBuddy Executable Download bargains.exe (Adware)","eXact-Advertising",463
1247,"Client Executable (Trojan)",Troya,3233
1193,"Adware Installer (Adware)",MalwareStopper,3205
2808,"Integrated Search Tech Tbar.gen.62 (Adware)",ISTbar,572
3985,"Installer (Trojan)",InfoAtoms,3386
1866,"Installer (Trojan)","Agent.FL_4330",3386
4706,"(Adware)",IsFreemium,2008
3487,"Setup Download SeekmoSetup.exe (Adware)",Seekmo,2368
1325,"Spyware Downloader Installer (Miscellaneous)",Zwinky,3287
4526,"ActiveX component download (Adware)",CoolWebSearch,599
614,"ActiveX component download (Adware)","Search_Miracle",844
3289,"ActiveX component download (Adware)",DialerPlatform,1152
4134,"Installer (Trojan)","SystemSecurity.AL_88",3386
1433,"(Trojan)","CryptBox.A",3330
486,"ActiveX component download (Adware)","FunWebProducts.Adware",1019
1633,"Installer (Trojan)","FraudPack.AJYV",3386
1907,"Installer (Trojan)","Otran.AA",3386
3940,"Installer (Trojan)","SystemSecurity.AL_70",3386
2609,"Installer (Trojan)","SMSHoax_2",3386
3943,"Installer (Trojan)","SystemSecurity.AL_72",3386
2488,"ActiveX component download (Adware)","About_Blank",980
3317,"ActiveX component download (Dialer)",Adultoweb,1151
4214,"ActiveX component download (Dialer)","Instant-Access",817
1262,"BargainBuddy ActiveX component download (Adware)","eXact-Advertising",463
3519,"Installer (Trojan)","Kraddare.CD_2",3386
2521,"Installer (Trojan)","Gabpath.A_7",3386
1529,"ActiveX component download (Adware)",FastFind,1167
2260,"ActiveX component download (Adware)",TradeExit,565
4064,"Activity Monitor Setup Download pcaprof_setup.exe (Commercial Monitoring Software)",PC,31
921,"ActiveX component download (Adware)","About_Blank",980
4624,"ActiveX component download (Adware)",CoolWebSearch,599
1277,"Installer (Adware)",IEDefender,3250
373,"ActiveX component download (Adware)","Search_Miracle",844
4284,"ActiveX component download (Dialer)",MasterDialer,523
4417,"ActiveX component download (Adware)",KeenValue,530
4557,"ActiveX component download (Adware)",CoolWebSearch,599
1227,"Installer (Miscellaneous)",PestBot,3224
4180,"cab Download (Adware)",xxxtoolbar,610
4065,"Activity Monitor Setup Download pcastd_setup.exe (Commercial Monitoring Software)",PC,31
1873,"Installer (Trojan)",SrcInject,3386
2287,"ActiveX component download (Adware)",BonziBuddy,512
4457,"(Adware)","Adware.WSM",3398
1493,"(Trojan)","Crypt.ULPM",3330
3395,"ActiveX component download (Trojan)","Small.M",1933
774,"ActiveX component download (Adware)","Search_Miracle",844
700,"ActiveX component download (Adware)","Search_Miracle",844
2257,"ActiveX component download (Adware)",SearchitBar,498
1246,"Key Logger Executable (Commercial Monitoring Software)",Active,1720
775,"ActiveX component download (Adware)","Search_Miracle",844
4439,"ActiveX component download (Adware)",KeenValue,530
4440,"ActiveX component download (Adware)",KeenValue,530
3075,"WorkoutGenerator Installer Download setup.exe (Adware)","Bundled-Software",100
4177,"Integrated Search Tech Tbar.gen.124 (Adware)",ISTbar,572
1096,"ActiveX component download (Adware)","About-Blank",980
2207,"ActiveX component download (Adware)",InetSpeak,486
4255,"ActiveX component download (Adware)",Medload,2212
2156,"ActiveX component download (Adware)","About_Blank",980
129,"ActiveX component download (Adware)",SideSearch,766
4198,"ActiveX component download (Adware)",SideSearch,766
1571,"Executable (Trojan)","Dosenjo.C",3381
1037,"ActiveX component download (Trojan)","Trojan.Win32.LipGame",2991
1142,"Serve Client (Trojan)",Web,3188
675,"ActiveX component download (Adware)","Search_Miracle",844
2082,"Installer (Trojan)","OneStep.AI_5",3386
737,"ActiveX component download (Adware)",ZestyFind,957
1370,"ActiveX component download (Adware)",xxxtoolbar,610
4046,"Keylogger Pro Setup Download (Commercial Monitoring Software)","Spy_Lantern",101
3370,"ActiveX component download (Dialer)",FairyTale,1798
4109,"Cab Download (Adware)","Comet-Cursor",428
1792,"Installer (Trojan)","Oficla.U",3386
4126,"Quick! Search Toolbar Component (Adware)","New.Net",417
367,"ActiveX component download (Adware)","Search_Miracle",844
4425,"ActiveX component download (Adware)",KeenValue,530
4464,"ActiveX component download (Dialer)",PluginAccess,579
1128,"ActiveX component download (Adware)",AdBreak,460
2177,"ActiveX component download (Adware)",HotBar,481
1538,"ActiveX component download (Adware)",CoolWebSearch,599
4497,"ActiveX component download (Adware)",CoolWebSearch,599
875,"ActiveX component download (Adware)","About_Blank",980
1185,"2K5 Trojan Executable (Trojan)",Y3K,3199
4524,"ActiveX component download (Adware)",CoolWebSearch,599
919,"ActiveX component download (Adware)","About_Blank",980
3951,"Installer (Trojan)","IScan.B_6",3386
4270,"ActiveX component download (Adware)","Comet-Cursor",428
4563,"ActiveX component download (Adware)",CoolWebSearch,599
311,"ActiveX component download (Adware)","Search_Miracle",844
1771,"Installer (Trojan)","Tiny.NFU",3386
1420,"(Remote Adminstration Tool)",BiodoxInstaller,3322
2035,"Installer (Trojan)","OneStep.Z_14",3386
2208,"ActiveX component download (Adware)",InetSpeak,486
416,"ActiveX component download (Adware)",Huntbar,426
1784,"Installer (Trojan)","FakeAlert.I",3386
4431,"ActiveX component download (Adware)",KeenValue,530
617,"ActiveX component download (Adware)",GSim,705
1340,"Installer (Adware)",MediaTubeCodec,3297
3665,"Installer (Trojan)","Addendum.A_10",3386
3621,"Installer (Trojan)","GamePlayLabs.B",3386
3143,"ActiveX component download (Adware)",CoolWebSearch,599
1745,"ActiveX component download (Adware)",CrackSpider,1282
3893,"Installer (Trojan)","VirusCure.AE_4",3386
2602,"Installer (Trojan)","Kraddare.N_8",3386
2101,"Installer (Trojan)","Nieguide.AA_27",3386
3743,"Installer (Trojan)","HotBar.E_36",3386
745,"ActiveX component download (Adware)",Gator,10
3249,"ActiveX component download (Adware)",DialerPlatform,1152
3963,"Installer (Trojan)","Kraddare.EZ_10",3386
2529,"ActiveX component download (Dialer)",IEAccess,456
