"signature_id","ips_name","ips_cat_id","ips_cat_name"
8898,"IBM Lotus Domino test.nsf Access",38,"WEB-ATTACKS"
1784,"Microsoft Outlook Express MHTML Remote Command Execution 1 (MS04-013)",14,MISC
4779,"Oracle TimesTen In-Memory Database DoS 2",6,DOS
4825,"Test Stars Informational 2",13,INFO
7671,"MHTML Protocol Handler XSS 4",64,XSS
8976,"QNX QCONN Remote Command Execution",14,MISC
7070,"Windows IE Memory Corruption Vulnerability (MS13-059) 3",40,"WEB-CLIENT"
3143,"FreeBSD nfsd Zero-Length DoS",28,RPC
5017,"Oracle Java Web Start ActiveX Instantiation",61,ACTIVEX
7184,"Suspicious Powershell Payload",62,"BAD-FILES"
2529,"Symantec Veritas Backup Exec Security Bypass 1",28,RPC
8801,"Malformed PLS File 3",85,"MEDIA-PLAYERS"
7756,"Oracle CroProj.dll ActiveX Arbitrary File Overwrite",61,ACTIVEX
1266,"Suspicious HTTPS Response 1",40,"WEB-CLIENT"
6296,"HTTP Client Shellcode Exploit 43",7,EXPLOIT
6776,"Siemens Tecnomatix FactoryLink CSService Logging Path Buffer Overflow",83,"SCADA-ATTACKS"
5293,"Windows UPnP PNP_GetDeviceList DoS 2",19,NETBIOS
4452,"Oracle DB UTL_FILE Function Directory Traversal",67,"DB-ATTACKS"
7699,"Lenovo ThinkManagement Console Arbitrary File Overwrite",38,"WEB-ATTACKS"
9816,"ISC BIND RegEx DoS 1",5,DNS
9871,"Obfuscated HTML Code 101",40,"WEB-CLIENT"
9122,"Linux SPARC FindSock Shell Shellcode Exploit (TCP)",7,EXPLOIT
7382,"MHTML Protocol Handler XSS 3",64,XSS
4719,"HP LoadRunner Buffer Overflow 2",14,MISC
2527,"Symantec Veritas Backup Exec Password Buffer Overflow 2",14,MISC
8034,"Microsoft IIS FTP Service DoS 1b (MS09-053)",9,FTP
4636,"CA License Client Buffer Overflow",14,MISC
5024,"Youngzsoft CCProxy Buffer Overflow",34,TELNET
4491,"D-Link Products UPnP Command Injection",14,MISC
6054,"HTTP Server Remote Code Execution 27",38,"WEB-ATTACKS"
9983,"Squid Port Number Handling DoS",6,DOS
9656,"Microsoft IIS AUX DoS",38,"WEB-ATTACKS"
3023,"Dragoon header.inc.php Remote File Inclusion",45,"WEB-PHP"
9177,"Mac OS X PPC Reboot Shellcode Exploit (UDP)",7,EXPLOIT
9960,"Apple QuickTime Movie File Memory Corruption",85,"MEDIA-PLAYERS"
1307,"YPOPS SMTP Request Buffer Overflow",31,SMTP
5731,"Microsoft ASP.NET Information Disclosure 2 (MS10-070)",38,"WEB-ATTACKS"
4947,"Linux Kernel SNMP NAT Netfilter Memory Corruption 1",14,MISC
4383,"Novell Netware Client Spooler Service Buffer Overflow 3",19,NETBIOS
8108,"Orbit Downloader URL Unicode Coversion Buffer Overflow",14,MISC
9183,"Mac OS X PPC Reverse Stage Shellcode Exploit 2 (UDP)",7,EXPLOIT
7560,"HTTP Client Shellcode Exploit 17b",7,EXPLOIT
8097,"Microsoft IIS Malformed Extension DoS",38,"WEB-ATTACKS"
4397,"Client Application Shellcode Exploit 11",7,EXPLOIT
8538,"Binary Planting Attack 4",14,MISC
3288,"DNS Query ym.rctrhash.com",5,DNS
9155,"NetBSD x86 Reverse Connect Shell Shellcode Exploit (TCP)",7,EXPLOIT
9631,"Microsoft SMB Pool Remote Code Execution 3 (MS10-054)",19,NETBIOS
3864,"Voddler Informational",13,INFO
3067,"Bennet-Tec TList ActiveX Arbitrary File Overwrite",61,ACTIVEX
1456,"Microsoft SharePoint Server XSS 1 (MS07-059)",64,XSS
9784,"HTTP Server Remote Code Execution 33c",38,"WEB-ATTACKS"
1091,"Cross-Site Scripting (XSS) Attack 18",64,XSS
4208,"boot.ini Access 2",38,"WEB-ATTACKS"
9682,"Response Body Informational",13,INFO
9360,"Malformed TIF File 1",62,"BAD-FILES"
3355,"MW6 Technologies DataMatrix ActiveX Instantiation 1",61,ACTIVEX
6399,"Cisco Secure Desktop CSDWebInstaller ActiveX Instantiation",61,ACTIVEX
4741,"Windows Shell Shortcut File Execution 2",62,"BAD-FILES"
9293,"AzeoTech DAQFactory NETB Buffer Overflow",14,MISC
4515,"Microsoft SMB TRANS2 Response Remote Code Execution 1 (MS05-011)",19,NETBIOS
8470,"FTP Informational",13,INFO
4215,"EvoLogical EvoCam Buffer Overflow",38,"WEB-ATTACKS"
7566,"HTTP Client Shellcode Exploit 23b",7,EXPLOIT
1114,"Server Application Shellcode Exploit 32",7,EXPLOIT
9125,"Solaris SPARC FindSock Shell Shellcode Exploit (UDP)",7,EXPLOIT
9319,"Microsoft FrontPage services.cnf Access",38,"WEB-ATTACKS"
7088,"DCERPC Informational 3b",13,INFO
9704,"HTTP Server Suspicious File Upload 9a",38,"WEB-ATTACKS"
9592,"Cross-Site Scripting (XSS) Attack 42",64,XSS
5108,"Suspicious Kerberos Ticket 4",14,MISC
5312,"CA ARCserve Backup LGServer rxrLogin Buffer Overflow",28,RPC
8881,"IBM Lotus Domino smtpibwq.nsf Access",38,"WEB-ATTACKS"
8869,"IBM Lotus Domino secret.nsf Access",38,"WEB-ATTACKS"
4266,"CA ARCserve Backup Tape Engine Remote Code Execution 1",28,RPC
7957,"Microsoft IIS Directory Authentication Bypass (MS10-065)",38,"WEB-ATTACKS"
8569,"Windows IE Memory Corruption Vulnerability (MS13-080) 1",40,"WEB-CLIENT"
6906,"Client Application Shellcode Exploit 15",7,EXPLOIT
3680,"Windows IE ActiveX Navigate Method Invocation (MS08-073)",61,ACTIVEX
7698,"EMC Data Protection Advisor DoS 2",6,DOS
2526,"Suspicious HTTP Content-Length Header 2c",40,"WEB-CLIENT"
4166,"ClamAV TNEF Handling DoS",6,DOS
325,"Information Request",10,ICMP
8958,"HOIC High Orbit Ion Cannon DoS 1",6,DOS
9979,"National Instruments cwui.ocx ActiveX ExportStyle Method Invocation 4",61,ACTIVEX
2340,"EMC Retrospect Client Buffer Overflow",14,MISC
1060,"Symantec NavComUI ActiveX Anomaly Method Invocation",61,ACTIVEX
1350,"iisadmin Access",13,INFO
4941,"BrightStor ARCserve Buffer Overflow",14,MISC
9753,"Microsoft Visual Studio WMI Object Broker ActiveX Instantiation 2 (MS06-073)",61,ACTIVEX
6147,"TinyWebGallery Directory Traversal 2",45,"WEB-PHP"
3724,"Windows Live Messenger Informational",13,INFO
7917,"SAP NetWeaver DiagTraceR3Info Buffer Overflow",14,MISC
3216,"HP Data Protector Remote Code Execution 1",14,MISC
6496,"EvilFTP Trojan Activity",2,BACKDOOR
9810,"Microsoft RDP ActiveX Instantiation (MS13-029)",61,ACTIVEX
5466,"IBM DB2 Invalid Data Stream DoS",67,"DB-ATTACKS"
8831,"DSL Modem Change Password",14,MISC
4709,"Savant Web Server Buffer Overflow 2",38,"WEB-ATTACKS"
4313,"Malformed ZIP File 1",62,"BAD-FILES"
4506,"Microsoft Outlook OLE Object Security Bypass 2",24,POP
4835,"Webmin miniserv.pl Format String Attack 1",38,"WEB-ATTACKS"
6000,"Suspicious HTTP Content-Length Header 3c",40,"WEB-CLIENT"
8280,"PostGuestbook Remote File Inclusion",45,"WEB-PHP"
7193,"HP NNMi XSS 2",64,XSS
6170,"Client Application Shellcode Exploit 33",7,EXPLOIT
8226,"Microsoft IIS File Fragment Information Disclosure",38,"WEB-ATTACKS"
9604,"Windows IE CHTML Use-After-Free (MS13-009)",40,"WEB-CLIENT"
4707,"HP LoadRunner ActiveX Init Method Invocation",61,ACTIVEX
6323,"HTTP Client Shellcode Exploit 11b",7,EXPLOIT
6086,"Microsoft Netlogon Service NULL Pointer Dereference",19,NETBIOS
7647,"Samba AndX Heap Buffer Overflow 1",19,NETBIOS
6248,"Suspicious CIFS Traffic 8",19,NETBIOS
8543,"Server Application Directory Traversal Attack 9",14,MISC
4998,"Microsoft SNMP Service Memory Corruption 2 (MS06-074)",14,MISC
7395,"Windows SRVSVC NetPathCompare Buffer Overflow 2 (MS08-067)",19,NETBIOS
5926,"Windows IE Memory Corruption Vulnerability (MS14-010) 17",40,"WEB-CLIENT"
4525,"Microsoft IIS FTP Service DoS 1a (MS09-053)",9,FTP
4903,"CUPS Administration Interface Heap Buffer Overflow",14,MISC
3126,"WANewsletter newsletter.php Remote File Inclusion",45,"WEB-PHP"
2169,"Microsoft DirectAnimation.DATuple ActiveX Memory Corruption (MS06-042)",61,ACTIVEX
4690,"Asterisk SIP Malformed Request DoS 3",37,"VoIP-ATTACKS"
7522,"Windows Shell Shortcut File Execution 3",62,"BAD-FILES"
6318,"IBM DB2 Tivoli Monitoring DoS",67,"DB-ATTACKS"
4625,"HTTP Server Shellcode Exploit 13",7,EXPLOIT
5883,"HTTP Client Shellcode Exploit 36",7,EXPLOIT
9161,"Mac OS X PPC Add User Shellcode Exploit (TCP)",7,EXPLOIT
7378,"Suspicious HTML Iframe Tag 2",40,"WEB-CLIENT"
6686,"Schneider Electric IGSS Directory Traversal 3",83,"SCADA-ATTACKS"
7976,"Blueberry FlashBack ActiveX Instantiation 4",61,ACTIVEX
10153,"Self-Signed Certificate 1",13,INFO
7755,"Oracle Sssplt30.ocx ActiveX SaveLayout Method Invocation 1",61,ACTIVEX
8477,"HTTP Client Shellcode Exploit 71",7,EXPLOIT
9612,"Windows IE SLayoutRun Use-After-Free (MS13-009)",40,"WEB-CLIENT"
4668,"AstonSoft DeepBurner DBR Path Buffer Overflow",62,"BAD-FILES"
4269,"MySQL root Login Failed",13,INFO
9322,"Microsoft FrontPage author.exe Access",38,"WEB-ATTACKS"
9647,"APT1 Malware Activity 5",87,"COMPROMISED-CERTS"
8867,"IBM Lotus Domino reports.nsf Access",38,"WEB-ATTACKS"
797,"xp_cmdshell Stored Procedure Call 4 (port 445)",13,INFO
4968,"Suspicious SNMP Traffic",14,MISC
7495,"Deprecated ActiveX Instantiation 048 (MS09-032)",61,ACTIVEX
8256,"HTTP Request URI with SQL Statement (IF-2)",13,INFO
8317,"Suspicious HTTP Authorization Header 12",38,"WEB-ATTACKS"
7084,"DCERPC Informational 3a",13,INFO
9364,"Microsoft DirectX Heap Buffer Overflow 9 (MS12-082)",62,"BAD-FILES"
8239,"Microsoft IIS HTR Request Buffer Overflow",38,"WEB-ATTACKS"
8428,"Asterisk T.38 SDP Buffer Overflow 3",37,"VoIP-ATTACKS"
7072,"Suspicious HTTP Host Header 7b",38,"WEB-ATTACKS"
8877,"IBM Lotus Domino smsolar.nsf Access",38,"WEB-ATTACKS"
4950,"OpenSSL Client Master Key Buffer Overflow 1",38,"WEB-ATTACKS"
9749,"Install Engine ActiveX SetCifFile Method Invocation",61,ACTIVEX
1797,"Windows OLE Automation ActiveX Instantiation (MS08-008)",61,ACTIVEX
7989,"Trend Micro Control Manager Buffer Overflow 3",14,MISC
5873,"Windows WKSSVC NetrWkstaUserEnum DoS 2",19,NETBIOS
1471,"Oracle DB SYS.LT SQL Injection 5",49,"SQL-INJECTION"
8149,"RealNetworks Helix Server GET_PARAMETER DoS",6,DOS
7531,"ABB Robot Communications Runtime Buffer Overflow 1",14,MISC
7561,"Google Chrome PDF Use-After-Free",38,"WEB-ATTACKS"
9907,"Ruby Devise Authentication Bypass",38,"WEB-ATTACKS"
4902,"Server Application Shellcode Exploit 20",7,EXPLOIT
400,"Suspicious IMAP FIND Command",12,IMAP
8929,"Oracle 9iAS Information Disclosure 8",38,"WEB-ATTACKS"
8374,"Suspicious DHCP Traffic 3",14,MISC
4094,"Symantec Norton IS DNS Component Buffer Overflow",5,DNS
2605,"TinyIdentD Buffer Overflow",14,MISC
7317,"Trend Micro Control Manager Buffer Overflow 1",14,MISC
8861,"IBM Lotus Domino private.nsf Access",38,"WEB-ATTACKS"
3497,"Adobe Flash Same Domain Null Byte Injection Bypass in URL",40,"WEB-CLIENT"
6193,"SIP Stress Test Traffic 8d (Multiple Values Exception)",37,"VoIP-ATTACKS"
8163,"HTTP Request URI with SQL Statement (UNION SELECT)",13,INFO
7833,"PHP CGI Argument Injection 6",45,"WEB-PHP"
5349,"UltraVNC Server Buffer Overflow",14,MISC
9974,"Microsoft .Net Framework Array Access Violation (MS13-052)",14,MISC
7666,"UltraVNC Client Buffer Overflow 4",14,MISC
8629,"Deprecated ActiveX Instantiation 082",61,ACTIVEX
5594,"Obfuscated ActiveX Instantiation 5a",61,ACTIVEX
1382,"xp_cmdshell Stored Procedure Call 7 (port 80)",13,INFO
4513,"Apache Struts OGNL Crafted Prefix Remote Code Execution 2",38,"WEB-ATTACKS"
8274,"ModernGigabyte ModernBill Remote File Inclusion",45,"WEB-PHP"
8731,"Adobe ColdFusion mainframeset.cfm Access",38,"WEB-ATTACKS"
9591,"Cross-Site Scripting (XSS) Attack 41",64,XSS
8922,"Oracle 9iAS Information Disclosure 1",38,"WEB-ATTACKS"
8983,"Linux SPARC Bind Shell Shellcode Exploit 1 (TCP)",7,EXPLOIT
8890,"IBM Lotus Domino stautht.nsf Access",38,"WEB-ATTACKS"
4424,"HTTP Server Remote Code Execution 23",38,"WEB-ATTACKS"
5358,"Microsoft SMB TRANS2 Request Memory Corruption 1 (MS09-001)",19,NETBIOS
5692,"Server Application Shellcode Exploit 33",7,EXPLOIT
4830,"Quest InTrust ActiveX Add Method Invocation 2",61,ACTIVEX
8003,"IRC Backdoor Access",2,BACKDOOR
1251,"HP Photo Imaging Gallery hpqutil.dll ActiveX Instantiation",61,ACTIVEX
5686,"Windows Print Spooler Executable File Reception 1",13,INFO
7627,"Apache httpd Range Header DoS 2",38,"WEB-ATTACKS"
3232,"HP Data Protector Remote Code Execution 11",14,MISC
9060,"BSD x86 Reverse Stage Shellcode Exploit (UDP)",7,EXPLOIT
8853,"IBM Lotus Domino mtstore.nsf Access",38,"WEB-ATTACKS"
9892,"Microsoft Visio Information Disclosure",62,"BAD-FILES"
8943,"HP SiteScope issueSiebelCmd Remote Code Execution",38,"WEB-ATTACKS"
2040,"Microsoft VBScript/JScript Engines Remote Code Execution (MS08-022)",40,"WEB-CLIENT"
5136,"HTTP Server Directory Traversal Attack 3",38,"WEB-ATTACKS"
5187,"Suspicious FTP Reply Code 4 (257)",9,FTP
9215,"HP Data Protector Express Remote Code Execution 3",14,MISC
1196,"sp_add Stored Procedure SQL Injection 1",49,"SQL-INJECTION"
7965,"RealWin SCADA Server DATAC On_FC_CONNECT_FCS Buffer Overflow",83,"SCADA-ATTACKS"
8166,"Suspicious FTP RETR Command 2",9,FTP
5550,"EMC CMCNE Directory Traversal 1",38,"WEB-ATTACKS"
4132,"Windows NetDDE Buffer Overflow 1 (MS04-031)",19,NETBIOS
5428,"IBM Tivoli Storage Manager Heap Buffer Overflow",14,MISC
1278,"FlexGrid ActiveX Instantiation 2 (MS08-070)",61,ACTIVEX
2559,"Symantec IM Manager Management Console Code Injection 2",38,"WEB-ATTACKS"
4090,"Novell CASA PAM Buffer Overflow",14,MISC
9164,"Mac OS X PPC Bind Shell Shellcode Exploit (UDP)",7,EXPLOIT
9840,"Oracle Java Web Start ActiveX launchApp Method Invocation 1",61,ACTIVEX
7499,"Deprecated ActiveX Instantiation 052 (MS09-032)",61,ACTIVEX
8833,"Apache httpd X-Forwarded-For Header DoS 1",38,"WEB-ATTACKS"
4485,"Suspicious HTTP Location Header 2",40,"WEB-CLIENT"
3755,"Simple Machines Forum CSRF",45,"WEB-PHP"
4985,"PHP SSL Certificate Spoofing 2",87,"COMPROMISED-CERTS"
8236,"Ultimate Fun Book Remote File Inclusion",45,"WEB-PHP"
8237,"FlexBB SQL Injection",49,"SQL-INJECTION"
4129,"Windows UPnP PNP_GetDeviceList DoS 1",19,NETBIOS
8524,"HTTP Client Shellcode Exploit 72",7,EXPLOIT
8717,"HP OpenView NNM displayWidth Buffer Overflow",38,"WEB-ATTACKS"
6367,"FTP Server Shellcode Exploit 3",7,EXPLOIT
9332,"Linksys WRH54G Remote Code Execution",14,MISC
1427,"IBM WebSphere Application Server XSS 2",64,XSS
4354,"Windows WKSSVC NetAddAlternateComputerName Buffer Overflow 1 (MS03-049)",19,NETBIOS
8323,"HP-UX LPD Service Remote Code Execution",14,MISC
1779,"Deprecated ActiveX Instantiation 012 (MS08-010)",61,ACTIVEX
9045,"BSD x86 Reverse Connect Shell Shellcode Exploit 4 (TCP)",7,EXPLOIT
6845,"Microsoft ASP.NET Chart Control Information Disclosure",38,"WEB-ATTACKS"
8322,"Suspicious LPD Traffic 4",14,MISC
4492,"Apache Struts OGNL Crafted Prefix Remote Code Execution 1",38,"WEB-ATTACKS"
8705,"HP OpenView NNM nnmRptconfig.exe Buffer Overflow 3",38,"WEB-ATTACKS"
9709,"Windows IE saveHistory Use-After-Free (MS13-021)",40,"WEB-CLIENT"
8984,"Linux SPARC Bind Shell Shellcode Exploit 1 (UDP)",7,EXPLOIT
696,"xp_cmdshell Stored Procedure Call 3 (port 445)",13,INFO
8146,"FlashChat Remote File Inclusion",45,"WEB-PHP"
8829,"ACDSee FotoSlate PLP Handling Buffer Overflow",62,"BAD-FILES"
10176,"Android Browser addJavascriptInterface Code Execution",40,"WEB-CLIENT"
2006,"Suspicious FTP XMKD Command",9,FTP
2050,"wab32res.dll Insecure Library Loading 1",14,MISC
1030,"Oracle JRE Insecure File Loading",84,JAVA
5096,"Microsoft SQL Server INSERT Statement Buffer Overflow (MS08-040)",67,"DB-ATTACKS"
5121,"Windows LanmanWorkstation Service Heap Buffer Overflow 1",19,NETBIOS
9356,"IBM Director CIM Server Directory Traversal",14,MISC
4743,"Linksys WRT110 Remote Command Execution",14,MISC
9817,"Microsoft SharePoint Server XSS 8 (MS13-035)",64,XSS
3615,"Chilkat Crypt ActiveX Instantiation",61,ACTIVEX
9815,"Asterisk SIP res_format_attr_h264 Buffer Overflow",37,"VoIP-ATTACKS"
9904,"Windows IE DOM Object Use-After-Free (MS13-037) 6",40,"WEB-CLIENT"
8940,"Netscape Enterprise Server Information Disclosure 9",38,"WEB-ATTACKS"
7609,"Microsoft Office Document with Flash Video 2",13,INFO
7319,"GoodTech Telnet Server Buffer Overflow 2",34,TELNET
5514,"Novell GroupWise Internet Agent SMTP Command Buffer Overflow",31,SMTP
4598,"Server Application Shellcode Exploit 3",7,EXPLOIT
7564,"phpMyAdmin preg_replace Remote Code Execution",45,"WEB-PHP"
4595,"Suspicious IMAP SELECT Command 1",12,IMAP
9503,"Sysax Multi Server Create Folder Buffer Overflow",38,"WEB-ATTACKS"
1831,"INSERT INTO Statement 1 (Possible SQL Injection)",49,"SQL-INJECTION"
9851,"FileZilla Server PORT Command DoS",9,FTP
9915,"Windows IE Use-After-Free Vulnerability 2 (MS13-037)",40,"WEB-CLIENT"
8950,"Oracle 9iAS Information Disclosure 13",38,"WEB-ATTACKS"
8071,"Suspicious Request URI 13",38,"WEB-ATTACKS"
2099,"FTP Server Shellcode Exploit 2",7,EXPLOIT
8662,"Apache httpd .wwwpasswd Access",38,"WEB-ATTACKS"
4528,"Alvgus Trojan Activity",2,BACKDOOR
5545,"Server Application Shellcode Exploit 29",7,EXPLOIT
6297,"Hylafax Faxsurvey Remote Command Execution",38,"WEB-ATTACKS"
1022,"Ipswitch WS_FTP Logging Server DoS",9,FTP
1318,"Oracle TimesTen In-Memory Database evtdump Format String Attack 1",67,"DB-ATTACKS"
8914,"Ipswitch WS_FTP ws_ftp.ini Access",38,"WEB-ATTACKS"
9055,"Linux x86 Reverse Connect Stage Shellcode Exploit (TCP)",7,EXPLOIT
9786,"Portable SDK for UPnP Buffer Overflow 2",14,MISC
5405,"HTTP Server Directory Traversal Attack 9",38,"WEB-ATTACKS"
2783,"Sophos Small Business Suite Scanning Bypass",62,"BAD-FILES"
3699,"Windows IE VML Handling Buffer Overflow (MS06-055)",40,"WEB-CLIENT"
5527,"Microsoft Active Directory Remote Code Execution 5 (MS09-018)",63,LDAP
8670,"Apache httpd stronghold-info Access",13,INFO
8748,"IBM Lotus Domino account.nsf Access",38,"WEB-ATTACKS"
7783,"PHP CGI Argument Injection 2",45,"WEB-PHP"
9847,"BlackholeExploit Site Connection Traffic 2",36,VIRUS
6302,"test-cgi Access 1",38,"WEB-ATTACKS"
4899,"Vmware VCenter CBM Remote Code Execution",38,"WEB-ATTACKS"
4272,"Suspicious IMAP LSUB Command 2",12,IMAP
6979,"Windows IE CSS Memory Corruption Vulnerability (MS09-002)",40,"WEB-CLIENT"
9118,"Linux x86 Add User Shellcode Exploit (TCP)",7,EXPLOIT
4842,"HP Linux Imaging and Printing Remote Command Execution",14,MISC
7600,"InformationCardSigninHelper ActiveX Instantiation (MS13-090)",61,ACTIVEX
9456,"RealNetworks RealPlayer RAM Handling Buffer Overflow",85,"MEDIA-PLAYERS"
9061,"BSD PPC Shell Shellcode Exploit (TCP)",7,EXPLOIT
3799,"UVC Informational 2",13,INFO
7393,"Windows SRVSVC NetrUseGetInfo Buffer Overflow 2 (MS08-067)",19,NETBIOS
5091,"HTTP Server Directory Traversal Attack 17",38,"WEB-ATTACKS"
5032,"BigAnt IM Server URI Buffer Overflow",14,MISC
3434,"PostgreSQL Database Datetime Buffer Overflow 1",67,"DB-ATTACKS"
2039,"Progea Movicon Content-Length Heap Buffer Overflow",14,MISC
8219,"phpMyAdmin Directory Traversal 2",45,"WEB-PHP"
5075,"CA DSM gui_cm_ctrls ActiveX Integer Overflow",61,ACTIVEX
9852,"Microsoft IIS FTP Service DoS 2 (MS11-004)",9,FTP
3756,"HTTP Client Shellcode Exploit 19a",7,EXPLOIT
5595,"Obfuscated ActiveX Instantiation 6a",61,ACTIVEX
5348,"Server Application Shellcode Exploit 31",7,EXPLOIT
8921,"Netscape Enterprise Server Information Disclosure 1",38,"WEB-ATTACKS"
8850,"IBM Lotus Domino mailw46.nsf Access",38,"WEB-ATTACKS"
4851,"Server Application Shellcode Exploit 23",7,EXPLOIT
9945,"Windows IE Use-After-Free Vulnerability (MS13-047) 9",40,"WEB-CLIENT"
2018,"HTTP Server Suspicious File Upload 1",38,"WEB-ATTACKS"
7214,"Samba read_nttrans_ea_list DoS 1",19,NETBIOS
9349,"Microsoft DirectX Heap Buffer Overflow 3 (MS12-082)",62,"BAD-FILES"
3366,"Windows Help and Support Center URL Validation Vulnerability (MS10-042)",40,"WEB-CLIENT"
8268,"Free File Hosting Remote File Inclusion",45,"WEB-PHP"
7557,"Windows IE Use-After-Free Vulnerability (MS13-080) 8",40,"WEB-CLIENT"
4855,"Windows NAT Helper Components DNS Request NULL Pointer Dereference 2",5,DNS
7287,"Windows IE Use-After-Free Vulnerability (MS13-069) 5",40,"WEB-CLIENT"
7474,"Deprecated ActiveX Instantiation 027 (MS09-032)",61,ACTIVEX
1149,"MiniUPnPd SOAPAction Buffer Overflow",14,MISC
6327,"Windows Backup Manager Insecure Library Loading",14,MISC
8882,"IBM Lotus Domino smtpobwq.nsf Access",38,"WEB-ATTACKS"
9597,"PHP Page Remote File Inclusion 8",45,"WEB-PHP"
9048,"Linux x86 Reverse Connect Shell Shellcode Exploit 1 (UDP)",7,EXPLOIT
9836,"NetGear DGN2200B Remote Command Execution",38,"WEB-ATTACKS"
8348,"Microsoft FrontPage 2000 Server Extensions DoS 2",38,"WEB-ATTACKS"
9200,"Windows x86 Bind Shell Shellcode Exploit (TCP)",7,EXPLOIT
5168,"Asterisk UDPTL Buffer Overflow",37,"VoIP-ATTACKS"
2770,"SAP DB webdbm Buffer Overflow 1",67,"DB-ATTACKS"
4573,"Server Application Shellcode Exploit 10",7,EXPLOIT
9306,"HP OpenView NNM nnmRptConfig.exe Format String Attack 2",38,"WEB-ATTACKS"
1560,"Samba NDR Parsing Heap Buffer Overflow 1",19,NETBIOS
4416,"HP OpenView NNM ovwebsnmpsrv.exe Buffer Overflow 2",38,"WEB-ATTACKS"
1100,"Motorola Timbuktu Crafted Login Request Buffer Overflow",14,MISC
7995,"Obfuscated HTML Code 5",40,"WEB-CLIENT"
5446,"Adobe Acrobat/Reader getIcon Method Buffer Overflow",62,"BAD-FILES"
8980,"InduSoft Web Studio Remote Code Execution 3",83,"SCADA-ATTACKS"
4890,"MySQL CREATE FUNCTION Remote Code Execution 2",67,"DB-ATTACKS"
8790,"IBM Lotus Domino helplt4.nsf Access",38,"WEB-ATTACKS"
6642,"HTTP Client Shellcode Exploit 55a",7,EXPLOIT
7087,"Suspicious CIFS Traffic 2b",19,NETBIOS
1942,"Windows Messenger Service Buffer Overflow (MS03-043)",19,NETBIOS
347,"Router Advertisement",10,ICMP
8442,"Suspicious HTML Style Tag 4",40,"WEB-CLIENT"
4648,"Suspicious IMAP SEARCH Command 2",12,IMAP
4984,"IBM Lotus Notes WPD Handling Buffer Overflow 1",31,SMTP
6683,"Windows IE OnReadyStateChange Remote Code Execution (MS12-023)",40,"WEB-CLIENT"
8205,"Windows Shell File Name Remote Code Execution 2 (MS12-048)",19,NETBIOS
8359,"Radical Designs AMP Remote File Inclusion",45,"WEB-PHP"
5199,"GIMP XWD Handling Buffer Overflow 3",62,"BAD-FILES"
8164,"Suspicious FTP TEST Command",9,FTP
5528,"Windows Print Spooler Buffer Overflow 2 (MS09-022)",19,NETBIOS
5434,"BitDefender Internet Security XSS 1",64,XSS
7773,"Adobe Flash Player Object Confusion 2",85,"MEDIA-PLAYERS"
8269,"Phome Empire CMS Remote File Inclusion",45,"WEB-PHP"
9895,"Windows IE DOM Object Use-After-Free (MS13-037) 2",40,"WEB-CLIENT"
7572,"Novell Messenger Client Filename Buffer Overflow",38,"WEB-ATTACKS"
9802,"Firebird SQL CNCT Buffer Overflow 2",67,"DB-ATTACKS"
5459,"SAP GUI WebViewer3D ActiveX SaveViewToSessionFile Method Invocation",61,ACTIVEX
2187,"MySQL Date_Format Format String Attack",67,"DB-ATTACKS"
9982,"Windows DirectShow GIF Handling Memory Corruption (MS13-056)",62,"BAD-FILES"
8474,"SIP Stress Test Traffic 2a (Non-token Characters)",37,"VoIP-ATTACKS"
9216,"Windows Filename Parsing Memory Corruption 3",19,NETBIOS
3501,"Apache httpd mod_proxy Security Bypass 3",38,"WEB-ATTACKS"
2078,"PDF File with JavaScript 1",13,INFO
9632,"BigAnt IM Server AntDS Buffer Overflow 1",14,MISC
9095,"x86 Decoder Shellcode Exploit 8 (TCP)",7,EXPLOIT
352,"Time-To-Live Exceeded in Transit",10,ICMP
4682,"RealNetworks RealPlayer ActiveX Import Method Invocation",61,ACTIVEX
7481,"Deprecated ActiveX Instantiation 034 (MS09-032)",61,ACTIVEX
7656,"Obfuscated ActiveX Instantiation 2b",61,ACTIVEX
7308,"Gitorious Remote Command Execution",38,"WEB-ATTACKS"
6516,"HTTP Client Shellcode Exploit 62",7,EXPLOIT
9723,"Microsoft SharePoint Server XSS 7 (MS13-024)",64,XSS
4076,"MySQL Login Handshake Information Disclosure",67,"DB-ATTACKS"
5038,"Client Application Shellcode Exploit 4",7,EXPLOIT
5173,"Obfuscated ActiveX Instantiation 4a",61,ACTIVEX
6682,"Windows IE VML Style Remote Code Execution",40,"WEB-CLIENT"
4960,"Malformed Java Class File 1a",84,JAVA
7925,"HP Data Protector EXEC_CMD Buffer Overflow",14,MISC
5101,"Microsoft Outlook Web Access XSS 3 (MS08-039)",64,XSS
9750,"RDS.Dataspace ActiveX Instantiation 1",61,ACTIVEX
8493,"SIP Stress Test Traffic 6c (Unknown Protocol Version)",37,"VoIP-ATTACKS"
9023,"BSD x86 FindRecv Shell Shellcode Exploit (UDP)",7,EXPLOIT
9603,"Windows IE SJIS XSS",40,"WEB-CLIENT"
4676,"Microsoft Exchange Server Buffer Overflow 1 (MS03-046)",31,SMTP
323,"Information Reply",10,ICMP
3170,"Suspicious ActiveX Method Invocation 1",61,ACTIVEX
1497,"Mozilla Firefox onChannelRedirect Method Invocation",40,"WEB-CLIENT"
4559,"HTTP Server Shellcode Exploit 5",7,EXPLOIT
